"blog_text","header","url","user","date","popularity","like_fave","share_rtwt","id","like_fav_group","shr_rtwt_group","source","polarity","polarity_confidence","subjectivity","subjectivity_confidence"
"i just used shazam to discover what is love by haddaway   #sofresh  s #unibar","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/586457981421686784","@AdelUniUnion","2:17 AM - 10 Apr 2015","[]",NA,NA,190,"None","None","twitter","positive",0.755658472907599,"objective",0.884341966248313
"ice cream toss game  messy and yummy at the same time  #uaoweek #adelaideuniversityunion pic twitter com u cijvvdbz","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/438476613924048896","@AdelUniUnion","4:52 PM - 25 Feb 2014","[]",NA,NA,661,"None","None","twitter","neutral",0.979714824554909,"objective",0.999999946081531
"if you havent done so already get into the  zhivagobar tent for some yummy mocktails and much more   #uaoweek pic twitter com oqovkhonqd","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/437782779447623680","@AdelUniUnion","6:55 PM - 23 Feb 2014","[u'Retweet:1', u'Retweeted:1']",NA,1,677,"None","Low","twitter","neutral",0.990182624508824,"subjective",1
"im at  uniofadelaide roseworthy campus for  unionauu stress less day  filling up helium balloons    pic twitter com opqtch   h","twitter_hashtag_AdelUniUnion","https://twitter.com/ameliatbriggs/status/606264170770628608","@ameliatbriggs","6:00 PM - 3 Jun 2015","[u'Retweet:3', u'Retweeted:3', u'Like:2', u'Liked:2']",2,3,139,"Low","Medium","twitter","neutral",0.978561768742483,"objective",1
"image   cut copy centre #adelunibands","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/583528566446395393","@AdelUniUnion","12:17 AM - 2 Apr 2015","[]",NA,NA,224,"None","None","twitter","neutral",0.777622516498238,"objective",0.999995385519129
"imitation is the sincerest form of flattery  #oweek #quiznight #design pic twitter com gg iheeb g","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/562878538911870978","@AdelUniUnion","11:41 PM - 3 Feb 2015","[u'Retweet:4', u'Retweeted:4']",NA,4,428,"None","Medium","twitter","neutral",0.979061569494042,"objective",0.999841925795584
"in case you missed it  onditmagazine are doing a sterling job live tweeting our student election results  #uavotes","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/509244027766448128","@AdelUniUnion","12:36 AM - 9 Sep 2014","[u'Retweet:2', u'Retweeted:2', u'Like:3', u'Liked:3']",3,2,519,"Medium","Low","twitter","neutral",0.588276400718443,"subjective",1
"in the market for a job  check out the employment page  vote counter  chemistry tutor  sales assistant and more","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/367818556312129536","@AdelUniUnion","6:22 PM - 14 Aug 2013","[]",NA,NA,783,"None","None","twitter","neutral",0.857559269628124,"subjective",0.999999837074659
"indiana jones and the kingdom of the crystal skullduggory #adelunimovies","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/575922459997667329","@AdelUniUnion","12:33 AM - 12 Mar 2015","[u'Retweet:1', u'Retweeted:1']",NA,1,307,"None","Low","twitter","neutral",0.792916550515654,"subjective",0.995606412161596
"inherent vice chancellor warren bebbington #adelunimovies","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/575924966803120130","@AdelUniUnion","12:43 AM - 12 Mar 2015","[]",NA,NA,301,"None","None","twitter","neutral",0.767406857272578,"subjective",0.992196806853079
"interested in events  know how to throw a wicked party  become an odirector for oweek   olive        register here","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/373294283224518656","@AdelUniUnion","9:01 PM - 29 Aug 2013","[]",NA,NA,771,"None","None","twitter","neutral",0.775381237217597,"objective",0.9771042676512
"is the pms visit putting you in a political mood  student elections are right around the corner  polls open sept    pic twitter com nfytmeltgp","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/502356871332642816","@AdelUniUnion","12:29 AM - 21 Aug 2014","[]",NA,NA,546,"None","None","twitter","neutral",0.994634809572282,"subjective",1
"is your brain making it hard to concentrate  find out why at  #brainsareweird pic twitter com urvm  i rv","twitter_hashtag_AdelUniUnion","https://twitter.com/beyondblue/status/661065662048043008","@beyondblue","10:21 PM - 1 Nov 2015","[u'Retweet:232', u'Retweeted:232', u'Like:515', u'Liked:515']",515,232,48,"High","High","twitter","neutral",0.954071614986852,"subjective",1
"isaac lomman  comedy stage hypnotist  will be taking the stage to work his mad skills at pop culture day at #uaoweek  pic twitter com vy dt ktti","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/434183902387658752","@AdelUniUnion","8:34 PM - 13 Feb 2014","[u'Retweet:2', u'Retweeted:2']",NA,2,691,"None","Low","twitter","neutral",0.995740344344325,"objective",0.99999999508353
"it begins  #atthecloisters huge crowd inbound but tickets are still availabe at the door","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/495079275163181056","@AdelUniUnion","10:31 PM - 31 Jul 2014","[u'Retweet:1', u'Retweeted:1']",NA,1,583,"None","Low","twitter","neutral",0.395762728157596,"subjective",1
"its  nearly  time     asta world #atthecloisters","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/627087595822911488","@AdelUniUnion","5:05 AM - 31 Jul 2015","[]",NA,NA,96,"None","None","twitter","neutral",0.449927621139452,"subjective",0.988336270084774
"its almost time for hp quiz number   #chamberofsecrets will the sequel be better than the original  #harrypotterquiz #auulove","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/641518669231579136","@AdelUniUnion","12:49 AM - 9 Sep 2015","[u'Retweet:1', u'Retweeted:1']",NA,1,71,"None","Low","twitter","positive",0.508652851661816,"objective",0.9999997113674
"its dinner time #atthecloisters  veggievelo pic twitter com qkeacd ryg","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/627043433698344960","@AdelUniUnion","2:09 AM - 31 Jul 2015","[]",NA,NA,105,"None","None","twitter","neutral",0.978139036128329,"objective",0.999999995739888
"its time for another adelaide uni hash tag game  #adelunicelebrities    feel free to suggest a hashtag for next time","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/586079866757320704","@AdelUniUnion","1:15 AM - 9 Apr 2015","[]",NA,NA,217,"None","None","twitter","neutral",0.47480083789736,"objective",0.999844946660382
"its what youve been hoping for   the #baddreems guys are about to tear up the main stage at #uaoweek pic twitter com zq n vzhin","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/437776472489467905","@AdelUniUnion","6:30 PM - 23 Feb 2014","[]",NA,NA,678,"None","None","twitter","neutral",0.996520038039825,"objective",0.999982338454533
"jakehederics  mards    elmurphee  may yee loke  apapadopoulos  arthuryeow  rach llee  all get time turner charms  pic twitter com iwiigjs yo","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/641886675728134144","@AdelUniUnion","1:11 AM - 10 Sep 2015","[u'Retweet:2', u'Retweeted:2', u'Like:4', u'Liked:4']",4,2,65,"Medium","Low","twitter","neutral",0.978908477216808,"objective",1
"jelly bean v fruit tingle  both student unions are quite sweet  but i better rate the fizzy pellets  #uaexams pic twitter com elwnuzlyk","twitter_hashtag_AdelUniUnion","https://twitter.com/jenniferetoile/status/615397214337134592","@jenniferetoile","10:51 PM - 28 Jun 2015","[u'Retweet:1', u'Retweeted:1', u'Like:1', u'Liked:1']",1,1,126,"Low","Low","twitter","neutral",0.948629844886397,"objective",0.666720951017233
"jennifer etoile  retweeted rip it up","twitter_hashtag_AdelUniUnion","https://twitter.com/jenniferetoile/status/613564573413576704","@jenniferetoile","9:29 PM - 23 Jun 2015","[u'Retweet:1', u'Retweeted:1', u'Like:1', u'Liked:1']",1,1,129,"Low","Low","twitter","neutral",0.796408118107191,"subjective",1
"job vacancy  casual web developer in adelaide cbd  click here for details","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/514956785963520000","@AdelUniUnion","6:57 PM - 24 Sep 2014","[]",NA,NA,504,"None","None","twitter","neutral",0.930627455645784,"objective",0.999999998921665
"john goodman crescent #adelunicelebrities","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/586085399124058113","@AdelUniUnion","1:37 AM - 9 Apr 2015","[]",NA,NA,205,"None","None","twitter","neutral",0.758826352554322,"objective",0.998131625810406
"juans paella are ready to tantalize your taste buds #atthecloisters  tickets include a meal   pic twitter com  dm dhv lj","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/626290817599078401","@AdelUniUnion","12:19 AM - 29 Jul 2015","[]",NA,NA,113,"None","None","twitter","neutral",0.995681277855145,"objective",0.999940785814152
"just  do  it   unionauus uni merch sale       tomorrow thurs   uahubcentral   bo pic twitter com kvsodmzysb","twitter_hashtag_AdelUniUnion","https://twitter.com/UniofAdelaide/status/608130831387795456","@UniofAdelaide","9:37 PM - 8 Jun 2015","[u'Retweet:3', u'Retweeted:3', u'Like:6', u'Liked:6']",6,3,136,"Medium","Medium","twitter","neutral",0.997227518686044,"subjective",1
"just a little bit of summer is coming to the barr smith lawn today  come plan your summer break at the unions #summerexpo     am        pm","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/522166971433902080","@AdelUniUnion","4:28 PM - 14 Oct 2014","[]",NA,NA,489,"None","None","twitter","neutral",0.69707954710216,"objective",0.999999999985416
"just in  the perfect job for any it student","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/454418152336543744","@AdelUniUnion","5:38 PM - 10 Apr 2014","[]",NA,NA,622,"None","None","twitter","neutral",0.62642999607281,"subjective",1
"kowalski wearing a nyc shirt because she hasnt mentioned shes from new york city in about   minutes  #crocodiledundee #auuaussiefilmfest","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/573756704539566083","@AdelUniUnion","12:07 AM - 6 Mar 2015","[]",NA,NA,351,"None","None","twitter","neutral",0.875195264922877,"subjective",1
"kowalskis boyfriend is a massive jerk  green light to make out with her  mick  #crocodiledundee #auuaussiefilmfest","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/573760069168300032","@AdelUniUnion","12:20 AM - 6 Mar 2015","[]",NA,NA,344,"None","None","twitter","neutral",0.545825079829718,"objective",0.999999999999977
"lady paul symon building #adelunicelebrities","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/586083893767319553","@AdelUniUnion","1:31 AM - 9 Apr 2015","[]",NA,NA,206,"None","None","twitter","neutral",0.729016640988717,"subjective",0.97665618491944
"lady symon and the tramp #adelunimovies","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/575917158422552576","@AdelUniUnion","12:12 AM - 12 Mar 2015","[]",NA,NA,321,"None","None","twitter","neutral",0.614856075479177,"subjective",0.612844090118866
"laneway festival retweeted hermitude","twitter_hashtag_AdelUniUnion","https://twitter.com/lanewayfest/status/666782916043780100","@lanewayfest","5:00 PM - 17 Nov 2015","[u'Retweet:2', u'Retweeted:2', u'Like:6', u'Liked:6']",6,2,17,"Medium","Low","twitter","neutral",0.808205981911879,"subjective",0.6693003940599
"lantern making workshop tomorrow thursday   th september from  pm    pm   email rebekkah rechten adelaide edu au","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/377620494234955776","@AdelUniUnion","7:31 PM - 10 Sep 2013","[]",NA,NA,751,"None","None","twitter","neutral",0.985129340015639,"objective",0.999999791892034
"last chance to get early bird tickets to #atthecloisters  closes      pm tonight  aug      pic twitter com biovilvysh","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/490043367569358848","@AdelUniUnion","1:00 AM - 18 Jul 2014","[u'Retweet:1', u'Retweeted:1']",NA,1,603,"None","Low","twitter","neutral",0.999666768349201,"objective",1
"last chance to get your rsa at half price before the end of the year for only      held  th dec    pm  for more info","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/408039018157182976","@AdelUniUnion","5:04 PM - 3 Dec 2013","[]",NA,NA,702,"None","None","twitter","negative",0.607984725519711,"objective",0.999999998106965
"last chance to snag a #swagbag #uaoweek  photo credit   pic twitter com ilmjpkrsz","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/570360032023281666","@AdelUniUnion","3:10 PM - 24 Feb 2015","[u'Retweet:2', u'Retweeted:2', u'Like:1', u'Liked:1']",1,2,394,"Low","Low","twitter","neutral",0.996912598846585,"objective",0.999509220867168
"last day of #worldweek  today we celebrate #australia   #barrsmithlawns     pm   didgeridoo  lawn bowls   good old fashioned aussie bbq","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/380856559829811200","@AdelUniUnion","5:50 PM - 19 Sep 2013","[]",NA,NA,725,"None","None","twitter","positive",0.824637430324897,"subjective",1
"last day of clubs fest today   head along to hub central from   am    pm  last chance to check out the club stalls and balloon creations","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/364906673246175232","@AdelUniUnion","5:31 PM - 6 Aug 2013","[]",NA,NA,791,"None","None","twitter","neutral",0.799900405520579,"objective",0.677493221937405
"last day to nominate for student elections  nominate before  pm today  see the website for more information","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/368178810732425216","@AdelUniUnion","6:14 PM - 15 Aug 2013","[]",NA,NA,782,"None","None","twitter","neutral",0.854079757376272,"subjective",0.792437550016172
"last day to register for #nationalcampusbandcompetition  closes      pm tonight","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/501536665307840512","@AdelUniUnion","6:10 PM - 18 Aug 2014","[u'Retweet:1', u'Retweeted:1']",NA,1,555,"None","Low","twitter","neutral",0.936324710644464,"objective",0.999993049873108
"last day to vote in student elections today  booths will be open on barr smith lawns   hub central until  pm  you need student id to vote","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/375779099647963136","@AdelUniUnion","5:34 PM - 5 Sep 2013","[]",NA,NA,758,"None","None","twitter","neutral",0.943063257456788,"subjective",1
"let adelaide metro drivers do the work while you catch some extra zs     pic twitter com t bbiecof","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/573052797215629312","@AdelUniUnion","1:30 AM - 4 Mar 2015","[u'Retweet:2', u'Retweeted:2']",NA,2,367,"None","Low","twitter","neutral",0.996991974683637,"subjective",1
"let adelaide metro drivers do the work while you catch some extra zs    visit  for timetables  pic twitter com puyzpaf qs","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/579890334592671744","@AdelUniUnion","11:20 PM - 22 Mar 2015","[u'Retweet:1', u'Retweeted:1']",NA,1,287,"None","Low","twitter","neutral",0.996556450251745,"subjective",1
"lets do another thursday night hash tag game  how bout #adelunibooks  agreed  agreed","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/580990138563497984","@AdelUniUnion","12:10 AM - 26 Mar 2015","[u'Retweet:1', u'Retweeted:1', u'Like:2', u'Liked:2']",2,1,278,"Low","Low","twitter","neutral",0.775776607410835,"subjective",0.564163621459681
"life lessons  courtesy of our beloved #ducklings   bo #adelaide pic twitter com ifnuzgbpck","twitter_hashtag_AdelUniUnion","https://twitter.com/UniofAdelaide/status/671498508831076352","@UniofAdelaide","5:18 PM - 30 Nov 2015","[u'Retweet:15', u'Retweeted:15', u'Like:17', u'Liked:17']",17,15,2,"High","High","twitter","neutral",0.924064129066308,"objective",0.999999902255763
"light up the night and register for the #puma #glowrun being held in #adelaide on  th october","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/382694834982899712","@AdelUniUnion","7:35 PM - 24 Sep 2013","[]",NA,NA,722,"None","None","twitter","neutral",0.752193334291879,"objective",0.999993075878578
"like all australians mick dundee doesnt know how to use an escalator  #crocodiledundee #auuaussiefilmfest","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/573757407219724288","@AdelUniUnion","12:10 AM - 6 Mar 2015","[]",NA,NA,350,"None","None","twitter","negative",0.701853118927227,"objective",0.99999999846014
"little womens room  lady symon building  #louisamayalcott #adelunibooks","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/581006965905608704","@AdelUniUnion","1:17 AM - 26 Mar 2015","[]",NA,NA,259,"None","None","twitter","neutral",0.838409785239568,"objective",0.999999739606307
"look out for construction in the george murray basement today   look out for union staff crafting rudimentary ear plugs on level","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/541799636709564418","@AdelUniUnion","7:41 PM - 7 Dec 2014","[]",NA,NA,447,"None","None","twitter","neutral",0.631880678753054,"objective",0.810405460570895
"looking for a casual summer job  we have numerous opportunities on the website  check them out here","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/409887907269189632","@AdelUniUnion","7:31 PM - 8 Dec 2013","[u'Retweet:2', u'Retweeted:2', u'Like:2', u'Liked:2']",2,2,701,"Low","Low","twitter","neutral",0.501555603892604,"subjective",1
"looking for a job  new norwood pub  republic have roles up for grabs  head along to their recruitment day this friday","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/400415333845983234","@AdelUniUnion","4:10 PM - 12 Nov 2013","[]",NA,NA,708,"None","None","twitter","neutral",0.868655210484363,"objective",0.999999963370678
"looking for a job  there are some great opportunities on our website  tutor  sales assistant  vote counter   more","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/370398299913994240","@AdelUniUnion","9:13 PM - 21 Aug 2013","[]",NA,NA,778,"None","None","twitter","positive",0.513600915275651,"subjective",0.929766568751688
"looking for a workout that really does the job  boot camp is back at  thefitnesshub","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/388186081017229312","@AdelUniUnion","11:15 PM - 9 Oct 2013","[]",NA,NA,718,"None","None","twitter","neutral",0.524138496815865,"objective",0.998724368604833
"looking for alibraggi  unionauu #adelunimovies","twitter_hashtag_AdelUniUnion","https://twitter.com/CaseyBriggs/status/575918885343375360","@CaseyBriggs","12:18 AM - 12 Mar 2015","[u'Retweet:1', u'Retweeted:1', u'Like:4', u'Liked:4']",4,1,314,"Medium","Low","twitter","neutral",0.791547562905353,"objective",0.985386725938753
"looking for something to do these holidays  why not take part in the glow run on  th october","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/382014727880458240","@AdelUniUnion","10:33 PM - 22 Sep 2013","[]",NA,NA,723,"None","None","twitter","negative",0.525808829298806,"objective",0.963651664022128
"looking for work  visit  for great casual #employment opporunities","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/494671634662297600","@AdelUniUnion","7:31 PM - 30 Jul 2014","[]",NA,NA,589,"None","None","twitter","positive",0.863289322547869,"objective",0.859526727643413
"looking to buy or sell second hand textbooks  check out the marketplace for bargains   not just limited to books","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/362030165720698880","@AdelUniUnion","7:01 PM - 29 Jul 2013","[]",NA,NA,799,"None","None","twitter","negative",0.589472699228516,"subjective",0.99976448623732
"love your union membership  share your favourite union discount   hashtag #auulove for your chance to win","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/600934869733134336","@AdelUniUnion","1:03 AM - 20 May 2015","[u'Retweet:1', u'Retweeted:1']",NA,1,159,"None","Low","twitter","positive",0.971825472082633,"objective",0.995359261510188
"loving  the canadian prime ministers reply when asked why hed chosen a gender equal cabinet  pic twitter com  owh xlpq","twitter_hashtag_AdelUniUnion","https://twitter.com/ASOS/status/662265361899913216","@ASOS","5:49 AM - 5 Nov 2015","[u'Retweet:160', u'Retweeted:160', u'Like:269', u'Liked:269']",269,160,34,"High","High","twitter","neutral",0.952909958904089,"objective",0.999999999928663
"lucky mick is as good at fighting people as he is crocodiles  they should call him human dundee  #crocodiledundee #auuaussiefilmfest","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/573768475283361792","@AdelUniUnion","12:53 AM - 6 Mar 2015","[]",NA,NA,334,"None","None","twitter","negative",0.747518415290066,"subjective",1
"lunch is on the  unionauu   grilling goodies at the walter young gardens  lower napier  til  pm     pic twitter com pmmy  blkj","twitter_hashtag_AdelUniUnion","https://twitter.com/jenniferetoile/status/595783933675069440","@jenniferetoile","7:55 PM - 5 May 2015","[u'Retweet:2', u'Retweeted:2', u'Like:1', u'Liked:1']",1,2,178,"Low","Low","twitter","neutral",0.996172887574062,"objective",1
"make sure you grab your free show bag from the union tent on the barr smith lawns  filled with goodies  #uaoweek pic twitter com bkajjbtt t","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/437718588862902272","@AdelUniUnion","2:40 PM - 23 Feb 2014","[u'Retweet:1', u'Retweeted:1']",NA,1,685,"None","Low","twitter","neutral",0.988968010885308,"subjective",1
"man repeller retweeted vanity fair","twitter_hashtag_AdelUniUnion","https://twitter.com/ManRepeller/status/668901205142167554","@ManRepeller","1:17 PM - 23 Nov 2015","[u'Retweet:11', u'Retweeted:11', u'Like:37', u'Liked:37']",37,11,9,"High","High","twitter","neutral",0.59993527030962,"objective",0.928525391678478
"marketing student  want to the some on the job experience  heres a casual opportunity via auu employment services","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/596535221601718272","@AdelUniUnion","9:40 PM - 7 May 2015","[]",NA,NA,175,"None","None","twitter","positive",0.816474217993062,"objective",0.998122008901679
"martin  augustus  short #adelunicelebrities","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/586081903846924288","@AdelUniUnion","1:23 AM - 9 Apr 2015","[]",NA,NA,211,"None","None","twitter","neutral",0.651390863435659,"subjective",0.999998139527667
"maths lawnmowerman #adelunimovies","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/575916421474967552","@AdelUniUnion","12:09 AM - 12 Mar 2015","[]",NA,NA,324,"None","None","twitter","neutral",0.747698440527679,"subjective",0.945500777677677
"mawson welles #adelunicelebrities","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/586081390699024386","@AdelUniUnion","1:21 AM - 9 Apr 2015","[]",NA,NA,213,"None","None","twitter","neutral",0.761207323606732,"subjective",0.999876751584537
"mcleod control #adelunibands","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/583526301593538562","@AdelUniUnion","12:08 AM - 2 Apr 2015","[]",NA,NA,231,"None","None","twitter","neutral",0.714888926440785,"objective",0.980047438525962
"med zeppelin #adelunibands","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/583522272427638785","@AdelUniUnion","11:52 PM - 1 Apr 2015","[]",NA,NA,248,"None","None","twitter","neutral",0.758256484960172,"objective",0.972725040186475
"meet nicky  the girl behind all the beautiful flowers #atthecloisters  also an all round legend in general tbh  pic twitter com xskss dkt","twitter_hashtag_AdelUniUnion","https://twitter.com/oneandthreeblog/status/627067710497619968","@oneandthreeblog","3:46 AM - 31 Jul 2015","[u'Retweet:1', u'Retweeted:1', u'Like:1', u'Liked:1']",1,1,100,"Low","Low","twitter","neutral",0.936679144616091,"subjective",1
"mega comedy jam                           pm today scott theatre        sometimes there just arent enough exclamation marks  #uaoweek","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/570780350105784321","@AdelUniUnion","7:00 PM - 25 Feb 2015","[u'Retweet:1', u'Retweeted:1', u'Like:3', u'Liked:3']",3,1,379,"Medium","Low","twitter","negative",0.643835480231699,"objective",1
"mega comedy jam  feat  some of the biggest name is aussie comedy    pm tomorrow  scott theatre  free entry  #uaoweek pic twitter com abur yudvc","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/570479096628514816","@AdelUniUnion","11:03 PM - 24 Feb 2015","[u'Retweet:1', u'Retweeted:1']",NA,1,382,"None","Low","twitter","neutral",0.993512202336165,"objective",0.999999999833708
"membership cards have arrived at north terrace  they will be at waite and roseworthy real soon","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/562140561746841600","@AdelUniUnion","10:48 PM - 1 Feb 2015","[]",NA,NA,430,"None","None","twitter","neutral",0.478982733251153,"subjective",1
"mini bike racing at the cloisters was a thing in       #adelaide #retro  bo pic twitter com wj qplkaca","twitter_hashtag_AdelUniUnion","https://twitter.com/UniofAdelaide/status/520452117845131265","@UniofAdelaide","10:53 PM - 9 Oct 2014","[u'Retweet:4', u'Retweeted:4', u'Like:5', u'Liked:5']",5,4,494,"Medium","Medium","twitter","neutral",0.997503823310824,"objective",1
"minutes til bull   andy bull #atthecloisters","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/495149353225302016","@AdelUniUnion","3:09 AM - 1 Aug 2014","[]",NA,NA,577,"None","None","twitter","neutral",0.512190621693938,"subjective",0.983880437541882
"missed yesterdays protests on campus  student media live tweeted the events   austudentradio  onditmagazine #pmvisit pic twitter com n  ihbvlqj","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/502626823491297280","@AdelUniUnion","6:22 PM - 21 Aug 2014","[u'Retweet:1', u'Retweeted:1', u'Like:1', u'Liked:1']",1,1,543,"Low","Low","twitter","neutral",0.999357039231854,"objective",0.999999999975786
"missing the amazing pop up  custom venues of the festival   fringe  #atthecloisters  pic twitter com nwlr uomjx","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/486773488326160385","@AdelUniUnion","12:26 AM - 9 Jul 2014","[]",NA,NA,609,"None","None","twitter","positive",0.838111428768895,"objective",0.999999999580987
"mmm delicious gourmet hotdogs #flaminwiener #atthecloisters pic twitter com j ymezuijy","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/495140432787935234","@AdelUniUnion","2:34 AM - 1 Aug 2014","[]",NA,NA,578,"None","None","twitter","neutral",0.953930168668321,"subjective",0.999990897912131
"moar wrestle ramage in    min  hope those villains from  flinders university  hartley jackson   big willy gibson  get their comeuppance","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/570418884924145664","@AdelUniUnion","7:03 PM - 24 Feb 2015","[]",NA,NA,387,"None","None","twitter","negative",0.380817392753224,"subjective",0.999999999999998
"molecular life  art vs  sciences #adelunibands","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/583525788227502081","@AdelUniUnion","12:06 AM - 2 Apr 2015","[]",NA,NA,233,"None","None","twitter","neutral",0.538491056480846,"objective",0.979515044402904
"more #showbags  #giveaways  #prizes  #livemusic tomorrow at #uaoweek","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/569732359819390977","@AdelUniUnion","9:35 PM - 22 Feb 2015","[]",NA,NA,406,"None","None","twitter","neutral",0.694961927318196,"objective",0.999997501939489
"more oweek snaps are online now  check them out  there are soooo many   pic twitter com l tlnp w d","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/576597683168616448","@AdelUniUnion","9:16 PM - 13 Mar 2015","[]",NA,NA,297,"None","None","twitter","neutral",0.995649691157791,"subjective",1
"mr   mrs barr smith #adelunimovies","twitter_hashtag_AdelUniUnion","https://twitter.com/AdelUniUnion/status/575918716023480321","@AdelUniUnion","12:18 AM - 12 Mar 2015","[u'Retweet:1', u'Retweeted:1', u'Like:1', u'Liked:1']",1,1,315,"Low","Low","twitter","neutral",0.862076205697978,"objective",0.999854170820587
"must do at oweek  join your student union  unionauu to access the benefits like the student diary  #uaoweek pic twitter com pggkp  t u","twitter_hashtag_AdelUniUnion","https://twitter.com/jenniferetoile/status/569653892566265857","@jenniferetoile","4:24 PM - 22 Feb 2015","[u'Retweet:1', u'Retweeted:1']",NA,1,408,"None","Low","twitter","neutral",0.993340775799015,"objective",0.997757495444773
